suite,profile,condition,method,n,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,mean_steps,mean_predicate_checks,mean_probes
predicate_noise,correlated_sensor,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,correlated_sensor,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,correlated_sensor,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6504807692307693,8.149519230769231,3.0711538461538463
predicate_noise,correlated_sensor,0.02,noisy_contact_grammar,2080,0.9908653846153846,0.9907120743034056,0.9800918836140888,0.9853733641262511,0.004204625087596356,0.019908116385911178,1.6370192307692308,5.340865384615385,0.0
predicate_noise,correlated_sensor,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6538461538461537,8.132211538461538,3.085576923076923
predicate_noise,correlated_sensor,0.05,noisy_contact_grammar,2080,0.9836538461538461,0.9858712715855573,0.9617151607963247,0.9736434108527131,0.006306937631394534,0.03828483920367534,1.6274038461538463,5.282211538461539,0.0
predicate_noise,correlated_sensor,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.677403846153846,8.167307692307693,3.1173076923076923
predicate_noise,correlated_sensor,0.10,noisy_contact_grammar,2080,0.95625,0.9517684887459807,0.9065849923430321,0.9286274509803922,0.02102312543798178,0.09341500765696784,1.6134615384615385,5.1908653846153845,0.0
predicate_noise,correlated_sensor,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6918269230769232,8.216346153846153,3.168269230769231
predicate_noise,correlated_sensor,0.20,noisy_contact_grammar,2080,0.9264423076923077,0.9222972972972973,0.8361408882082695,0.8771084337349396,0.0322354590049054,0.1638591117917305,1.5817307692307692,5.064903846153846,0.0
predicate_noise,correlated_sensor,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7052884615384616,8.26201923076923,3.2423076923076923
predicate_noise,correlated_sensor,0.30,noisy_contact_grammar,2080,0.8913461538461539,0.8917431192660551,0.7442572741194488,0.8113522537562605,0.04134548002803083,0.2557427258805513,1.5341346153846154,4.872596153846154,0.0
predicate_noise,false_feature,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
predicate_noise,false_feature,0.00,noisy_contact_grammar,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,5.358173076923077,0.0
predicate_noise,false_feature,0.02,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6649038461538461,8.159615384615385,3.0509615384615385
predicate_noise,false_feature,0.02,noisy_contact_grammar,2080,0.9855769230769231,0.968421052631579,0.9862174578866769,0.9772382397572079,0.014716187806587245,0.013782542113323124,1.6548076923076922,5.391826923076923,0.0
predicate_noise,false_feature,0.05,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6985576923076924,8.276923076923078,3.0389423076923077
predicate_noise,false_feature,0.05,noisy_contact_grammar,2080,0.9639423076923077,0.922514619883041,0.9663093415007658,0.943904263275991,0.03714085494043448,0.033690658499234305,1.675,5.467307692307692,0.0
predicate_noise,false_feature,0.10,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.7259615384615385,8.397596153846154,3.058173076923077
predicate_noise,false_feature,0.10,noisy_contact_grammar,2080,0.9350961538461539,0.8808823529411764,0.9173047473200613,0.8987246811702926,0.056762438682550806,0.08269525267993874,1.6682692307692308,5.482692307692307,0.0
predicate_noise,false_feature,0.20,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.810576923076923,8.65,3.0139423076923078
predicate_noise,false_feature,0.20,noisy_contact_grammar,2080,0.8817307692307692,0.7753721244925575,0.877488514548239,0.8232758620689655,0.11632796075683252,0.1225114854517611,1.7254807692307692,5.666826923076923,0.0
predicate_noise,false_feature,0.30,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.8764423076923078,9.023076923076923,2.99375
predicate_noise,false_feature,0.30,noisy_contact_grammar,2080,0.8355769230769231,0.7006451612903226,0.8315467075038285,0.7605042016806722,0.16257883672039244,0.16845329249617153,1.7596153846153846,5.866826923076923,0.0
predicate_noise,feature_drop,0.00,grammar_probe_fallback,2080,1.0,1.0,1.0,1.0,0.0,0.0,1.6447115384615385,8.109134615384615,3.058173076923077
