suite,profile,method,n,accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,mean_steps,mean_predicate_checks,mean_probes
main_scaling,hard_access,flat_pair_memory,1691,0.7770549970431697,0.5982658959537572,0.4651685393258427,0.5233881163084703,0.1115569823434992,0.5348314606741573,1.0,1.0,0.0
main_scaling,hard_access,static_affordance,1691,0.6203429923122413,0.4093836246550138,1.0,0.5809399477806789,0.5152487961476726,0.0,1.0,1.2998225901833236,0.0
main_scaling,hard_access,task_prior,1691,0.7474866942637493,0.5865384615384616,0.13707865168539327,0.22222222222222224,0.03451043338683788,0.8629213483146068,1.0,1.0,0.0
main_scaling,hard_access,tool_prior,1691,0.7090479006505027,0.44522144522144524,0.42921348314606744,0.437070938215103,0.19101123595505617,0.5707865168539326,1.0,1.0,0.0
main_scaling,hard_access,unordered_contacts,1691,0.7007687758722649,0.4679284963196635,1.0,0.6375358166189111,0.406099518459069,0.0,1.0,2.2998225901833234,0.0
main_scaling,morphology_ood,contact_bigram,2432,0.8211348684210527,0.6153846153846154,1.0,0.761904761904762,0.25057603686635943,0.0,2.0,5.337171052631579,0.0
main_scaling,morphology_ood,contact_grammar,2432,1.0,1.0,1.0,1.0,0.0,0.0,1.5970394736842106,5.0287828947368425,0.0
main_scaling,morphology_ood,family_prior,2432,0.7072368421052632,0.475,0.21839080459770116,0.2992125984251969,0.0967741935483871,0.7816091954022989,1.0,1.0,0.0
main_scaling,morphology_ood,flat_pair_memory,2432,0.7960526315789473,0.711864406779661,0.4827586206896552,0.5753424657534247,0.07834101382488479,0.5172413793103449,1.0,1.0,0.0
main_scaling,morphology_ood,static_affordance,2432,0.6669407894736842,0.46215139442231074,1.0,0.6321525885558583,0.4665898617511521,0.0,1.0,1.337171052631579,0.0
main_scaling,morphology_ood,task_prior,2432,0.7072368421052632,0.475,0.21839080459770116,0.2992125984251969,0.0967741935483871,0.7816091954022989,1.0,1.0,0.0
main_scaling,morphology_ood,tool_prior,2432,0.6928453947368421,0.4674329501915709,0.5258620689655172,0.4949290060851927,0.2402073732718894,0.47413793103448276,1.0,1.0,0.0
main_scaling,morphology_ood,unordered_contacts,2432,0.7327302631578947,0.5170876671619614,1.0,0.6816846229187072,0.37442396313364057,0.0,1.0,2.3371710526315788,0.0
main_scaling,scarce_support,contact_bigram,1691,0.804849201655825,0.6019300361881785,1.0,0.7515060240963856,0.27684563758389263,0.0,2.0,5.331164991129509,0.0
main_scaling,scarce_support,contact_grammar,1691,1.0,1.0,1.0,1.0,0.0,0.0,1.599645180366647,5.169130691898285,0.0
main_scaling,scarce_support,family_prior,1691,0.6806623299822591,0.4340836012861736,0.27054108216432865,0.33333333333333326,0.1476510067114094,0.7294589178356713,1.0,1.0,0.0
main_scaling,scarce_support,flat_pair_memory,1691,0.8214074512123004,0.7626666666666667,0.5731462925851704,0.6544622425629292,0.07466442953020135,0.42685370741482964,1.0,1.0,0.0
main_scaling,scarce_support,static_affordance,1691,0.667652276759314,0.470311027332705,1.0,0.6397435897435897,0.4714765100671141,0.0,1.0,1.3311649911295091,0.0
main_scaling,scarce_support,task_prior,1691,0.6806623299822591,0.4340836012861736,0.27054108216432865,0.33333333333333326,0.1476510067114094,0.7294589178356713,1.0,1.0,0.0
main_scaling,scarce_support,tool_prior,1691,0.7409816676522768,0.5621181262729125,0.5531062124248497,0.5575757575757575,0.18036912751677853,0.4468937875751503,1.0,1.0,0.0
main_scaling,scarce_support,unordered_contacts,1691,0.7392075694855116,0.5308510638297872,1.0,0.6935371785962473,0.3699664429530201,0.0,1.0,2.3311649911295094,0.0
