suite,profile,condition,episode_id,split,task,family,tool_signature,ood_signature,oracle,oracle_reason,method,prediction,reason,steps,predicate_checks,probes,abstained
counterexamples,blocked_side,side role ignored,6,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,6,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,6,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,7,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,7,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,7,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,7,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,8,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,8,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,8,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,8,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,9,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,9,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,9,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,9,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,10,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,10,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,10,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,10,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,11,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,11,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,11,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,11,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,12,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,12,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,12,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,12,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,13,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,13,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,13,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,13,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,14,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,14,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,14,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,14,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,15,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,15,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,15,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,15,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,16,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,16,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,16,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,16,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,17,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,17,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,17,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,17,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,18,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,18,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,18,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,18,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,19,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,19,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,19,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,19,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,20,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,20,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,20,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,20,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,21,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,21,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,21,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,21,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,22,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,22,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,22,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,22,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,23,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,23,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,23,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,23,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,24,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,24,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,24,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,24,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,25,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,25,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,25,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,25,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,26,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,26,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,26,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,26,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,27,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,27,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,27,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,27,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,28,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,28,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,28,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,28,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,29,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,29,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,29,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,29,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,30,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,30,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,30,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,30,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,31,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,31,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,31,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,31,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,32,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,32,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,32,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,32,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,33,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,33,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,33,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,33,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,34,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,34,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,34,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,34,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,35,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,35,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,35,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,35,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,36,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,36,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,36,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,36,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,37,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,37,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,37,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,37,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
counterexamples,blocked_side,side role ignored,38,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_grammar,false,production_side_gate,1,7,0,false
counterexamples,blocked_side,side role ignored,38,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,unordered_contacts,true,contacts_present_order_ignored,1,2,0,false
counterexamples,blocked_side,side role ignored,38,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,static_affordance,true,feature_affordance_match,1,1,0,false
counterexamples,blocked_side,side role ignored,38,test,sweep_debris,sweep,flat_edge+flat_end+high_friction,1,false,blocked_contact_side,contact_bigram,true,local_contact_bigrams,2,5,0,false
